area,building_nature,num_bath_rooms,num_bed_rooms,price,property_description,property_url,purpose,city,locality,address,Lift-amenity,Generator-amenity,Gas Supply-amenity,Emergency Exit-amenity,Built-in Kitchen Cabinet-amenity,Reception Desk & Lobby-amenity,Tiled Floor-amenity,Dry Kitchen-amenity,Parking-amenity,Prayer Room-amenity,Cable TV Provision-amenity,Intercom-amenity,Filtered Water-amenity,Open Terrace-amenity,Electricity Supply-amenity,Air-Condition Provision-amenity,Fire Extinguisher-amenity
3806.0,Residential,5.0,5.0,63300000.0,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a 3806 sft area  it will definitely make home ownership a joyful experience for you. This 5 bedroom  5 Bathrooms  and 3 balconies apartment are located at Dhanmondi. All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the four modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants  etc. in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,https://btibrokeragebd.com/property/3806-sft-apartment-for-sale-in-dhanmondi-4th-floor/,Sale,Dhaka,Dhanmondi,,True,True,True,True,False,False,True,False,True,False,True,False,False,False,True,True,True
3100.0,Residential,5.0,5.0,63000000.0,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a 3100 sft area  it will definitely make home ownership a joyful experience for you. This 5 bedroom  5 Bathrooms  and 3 balconies apartment are located at Dhanmondi. All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the four modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants  etc. in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,https://btibrokeragebd.com/property/3100-sft-apartment-for-sale-in-dhanmondi-8th-floor/,Sale,Dhaka,Dhanmondi,,True,True,True,True,False,False,True,False,True,False,True,False,False,False,True,True,True
1225.0,Residential,3.0,3.0,14500000.0,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a   area  it will definitely make home ownership a joyful experience for you. This   apartment are located at Dhanmondi. All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the four modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants  etc. in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,https://btibrokeragebd.com/property/1225-sft-apartment-for-sale-in-kalabagan-1st-floor/,Sale,Dhaka,Kalabagan,,True,False,True,False,True,True,True,False,True,False,False,False,False,False,True,True,True
1500.0,Residential,4.0,3.0,12000000.0,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With an 1500 sft area  it will definitely make home ownership a joyful experience for you. These 3-bedroom  3 bathrooms  and 3-balcony apartments are located in Bashundhara. All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the three modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants etc. in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604  Whats App +880 1755-662414 or you can also send us a message.,https://btibrokeragebd.com/property/1500-sft-apartment-for-sale-in-bashundhara-flat-a2-a8/,Sale,Dhaka,Bashundhara,,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,True,True
4400.0,Residential,4.0,4.0,110000000.0,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a   area  it will definitely make home ownership a joyful experience for you. This   apartment are located at  . All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the four modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants  etc. in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,https://btibrokeragebd.com/property/4400-sft-apartment-for-sale-in-dhanmondi-4th-floor/,Sale,Dhaka,Dhanmondi,,True,True,True,True,True,True,True,False,True,False,True,True,False,True,True,True,True
1750.0,Residential,4.0,3.0,18000000.0,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a   area  it will definitely make home ownership a joyful experience for you. This   apartment is located in Uttara Sector 6. All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the three modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants etc. in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,https://btibrokeragebd.com/property/1750-sft-apartment-for-sale-in-uttara-sector-6-flat-c6/,Sale,Dhaka,Uttara,,True,True,False,True,True,True,True,False,True,False,True,True,False,False,True,True,True
1450.0,Residential,5.0,3.0,14500000.0,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a   area  it will definitely make home ownership a joyful experience for you. This   apartment is located in     . All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the three modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants etc. in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,https://btibrokeragebd.com/property/1450-sft-apartment-for-sale-in-uttara-sector-11-flat-6a/,Sale,Dhaka,Uttara,,True,True,False,False,False,True,True,False,True,False,True,True,False,False,True,True,True
2678.0,Residential,4.0,3.0,27000000.0,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a   area  it will definitely make home ownership a joyful experience for you. This   apartment are located in     . All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the three modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants etc. in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,https://btibrokeragebd.com/property/2678-sft-apartment-for-sale-in-uttara-sector-3-3rd-floor/,Sale,Dhaka,Uttara,,True,True,False,False,False,True,True,False,True,False,True,True,False,False,True,True,True
2335.0,Residential,3.0,4.0,17345000.0,If you are looking for a suitable place to live in Madani Avenue  then we have a wonderful place for you. With a spacious 2335 sft area  it will definitely make home ownership a joyful experience for you. This 4 bedroom with 3 balcony and 4 bathroom  apartment is located in United City. All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the three modernly designed bathrooms of this apartment. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604.,https://btibrokeragebd.com/property/2335-sft-apartment-for-sale-in-madani-avenue-3rd-4th-floor/,Sale,Dhaka,,Madani Avenue,True,True,False,True,False,False,True,False,False,False,True,False,False,False,True,True,True
1245.0,Residential,4.0,4.0,9400000.0,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a 1245 sft area  it will definitely make home ownership a joyful experience for you. This 4 bedrooms  4 Bathrooms and 2 balconies apartment is located in Rayer Bazar. All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the four modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants etc. in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,https://btibrokeragebd.com/property/1245-sft-apartment-for-sale-in-rayer-bazar-flat-4-e/,Sale,Dhaka,,Rayer Bazar,True,False,True,False,True,False,True,True,False,False,True,False,False,False,True,True,False
1250.0,Residential,3.0,3.0,7500000.0,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a 1250 sft area  it will definitely make home ownership a joyful experience for you. This 3 bedrooms  3 Bathrooms and 3 balconies apartment is located in Lechu Bagan. All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the three modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants etc. in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,https://btibrokeragebd.com/property/1250-sft-apartment-for-sale-in-lechu-bagan-flat-4a/,Sale,Dhaka,,Lechu Bagan,True,False,True,False,True,False,True,True,False,False,True,False,False,False,True,True,False
1633.0,Commercial,0.0,0.0,89815.0,If you are looking for a commercial space for rent in one of the most upscale locations in Dhaka then you may take a look at this space at Purana Paltan! It is offering spaces ready for rent on the 8th floor. The layout is open  functional  spacious  and well ventilated. This commercial space provides 1633 sft and has expected monthly rent. The building also comes with amenities like security  fire protection system  and adequate parking spaces to cater to the modern commercial space requirements. To know more details  contact us at your earliest!,https://btibrokeragebd.com/property/1633-sft-commercial-space-for-rent-in-purana-paltan-8th-floor/,Rent,Dhaka,,Purana Paltan,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False
1633.0,Commercial,0.0,0.0,89815.0,If you are looking for a commercial space for rent in one of the most upscale locations in Dhaka then you may take a look at this space at Purana Paltan! It is offering spaces ready for rent on the 13th floor. The layout is open  functional  spacious  and well ventilated. This commercial space provides 1633 sft and has expected monthly rent. The building also comes with amenities like security  fire protection system  and adequate parking spaces to cater to the modern commercial space requirements. To know more details  contact us at your earliest!,https://btibrokeragebd.com/property/1633-sft-commercial-space-for-rent-in-purana-paltan-13th-floor/,Rent,Dhaka,,Purana Paltan,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False
1250.0,Residential,3.0,3.0,7000000.0,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a 1250 sft area  it will definitely make home ownership a joyful experience for you. This 3 bedrooms  3 Bathrooms and 3 balconies apartment is located in Lechu Bagan. All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the three modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants etc. in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,https://btibrokeragebd.com/property/1250-sft-apartment-for-sale-in-lechu-bagan-flat-3b/,Sale,Dhaka,,Lechu Bagan,True,False,True,False,True,False,True,True,False,False,True,False,False,False,True,True,False
1600.0,Residential,3.0,3.0,9000000.0,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a 1600 sft area  it will definitely make home ownership a joyful experience for you. This 3 bedrooms  3 Bathrooms and 2 balconies apartment is located in Shahjadpur. All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the three modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants etc. in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,https://btibrokeragebd.com/property/1600-sft-apartment-for-sale-in-shahjadpur-flat-ab-6/,Sale,Dhaka,Shahjadpur,,True,False,True,False,True,False,True,True,False,False,True,False,False,False,True,True,False
2500.0,Commercial,0.0,0.0,112500.0,If you are looking for a commercial space for rent in one of the most upscale locations in Dhaka then you may take a look at this space at Kakrail! It is offering spaces ready for rent on the 1st floor. The layout is open  functional  spacious  and well ventilated. This commercial space provides 2500 sft and has expected monthly rent. The building also comes with amenities like security  fire protection system  and adequate parking spaces to cater to the modern commercial space requirements. To know more details  contact us at your earliest!,https://btibrokeragebd.com/property/2500-sft-commercial-space-for-rent-in-kakrail-1st-floor/,Rent,Dhaka,Kakrail,,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False
2600.0,Commercial,0.0,0.0,429000.0,If you are looking for a commercial space for rent in one of the most upscale locations in Dhaka then you may take a look at this space at Paltan! It is offering spaces ready for rent on the ground floor. The layout is open  functional  spacious  and well ventilated. This commercial space provides 2600 sft and has expected monthly rent. The building also comes with amenities like security  fire protection system  and adequate parking spaces to cater to the modern commercial space requirements. To know more details  contact us at your earliest!,https://btibrokeragebd.com/property/2600-sft-commercial-space-for-rent-in-paltan-ground-floor/,Rent,Dhaka,Paltan,,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False
50.0,Commercial,0.0,0.0,1000000.0,If you are looking to purchase a cart shop for your business in one of the iconic commercial areas of Dhaka  Badda  then we have the perfect space for you. This space is sized 50 sqft. The building is equipped with all the modern commercial amenities such as lift  escalator  industrial generator back up  etc. The building is situated in an area where it has access to thousands of people every day  making it a perfect place to set up your business. If you want to know more details  please call us at 16604.,https://btibrokeragebd.com/property/50-sft-cart-shop-for-sale-in-badda-cart-shop-11/,Sale,Dhaka,Badda,,True,True,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False
1250.0,Residential,3.0,3.0,7500000.0,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a 1250 sft area  it will definitely make home ownership a joyful experience for you. This 3 bedrooms  3 Bathrooms and 3 balconies apartment is located in Lechu Bagan. All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the three modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants etc. in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,https://btibrokeragebd.com/property/1250-sft-apartment-for-sale-in-lechu-bagan-flat-3a/,Sale,Dhaka,,Lechu Bagan,True,False,True,False,True,False,True,True,False,False,True,False,False,False,True,True,False
2900.0,Residential,4.0,4.0,19000000.0,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a 2900 sft area  it will definitely make home ownership a joyful experience for you. This 4 bedrooms  4 Bathrooms and 3 balconies apartment is located in Rayer Bazar. All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the four modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants etc. in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,https://btibrokeragebd.com/property/2900-sft-duplex-apartment-for-sale-in-rayer-bazar-6th-7th-floor/,Sale,Dhaka,,Rayer Bazar,True,False,True,False,True,False,True,True,False,False,True,False,False,False,True,True,False
2200.0,Commercial,0.0,0.0,286000.0,If you are looking for a commercial space for rent in one of the most upscale locations in Dhaka then you may take a look at this space at Paltan! It is offering spaces ready for rent on the 1st floor. The layout is open  functional  spacious  and well ventilated. This commercial space provides 2200 sft and has expected monthly rent. The building also comes with amenities like security  fire protection system  and adequate parking spaces to cater to the modern commercial space requirements. To know more details  contact us at your earliest!,https://btibrokeragebd.com/property/2200-sft-commercial-space-for-rent-in-paltan-1st-floor/,Rent,Dhaka,Paltan,,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False
1800.0,Commercial,0.0,0.0,126000.0,If you are looking for a commercial space for rent in one of the most upscale locations in Dhaka then you may take a look at this space at Kakrail! It is offering spaces ready for rent on the 8th floor. The layout is open  functional  spacious  and well ventilated. This commercial space provides 1800 sft and has expected monthly rent. The building also comes with amenities like security  fire protection system  and adequate parking spaces to cater to the modern commercial space requirements. To know more details  contact us at your earliest!,https://btibrokeragebd.com/property/1800-sft-commercial-space-for-rent-in-kakrail-8th-floor/,Rent,Dhaka,Kakrail,,True,True,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False
800.0,Residential,2.0,2.0,4600000.0,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a 800 sft area  it will definitely make home ownership a joyful experience for you. This 2 bedrooms  2 Bathrooms and 1 balcony apartment is located in Shyamoli. All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the two modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants etc. in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,https://btibrokeragebd.com/property/800-sft-apartment-for-sale-in-shyamoli-flat-a-2/,Sale,Dhaka,Shyamoli,,True,False,True,False,True,False,True,True,False,False,True,False,False,False,True,True,False
2200.0,Commercial,0.0,0.0,264000.0,If you are looking for a commercial space for rent in one of the most upscale locations in Dhaka then you may take a look at this space at Paltan! It is offering spaces ready for rent on the 2nd & 3rd floor. The layout is open  functional  spacious  and well ventilated. This commercial space provides 2200 sft and has expected monthly rent. The building also comes with amenities like security  fire protection system  and adequate parking spaces to cater to the modern commercial space requirements. To know more details  contact us at your earliest!,https://btibrokeragebd.com/property/2200-sft-commercial-space-for-rent-in-paltan-2nd-3rd-floor/,Rent,Dhaka,Paltan,,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False
800.0,Residential,2.0,2.0,4600000.0,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a 800 sft area  it will definitely make home ownership a joyful experience for you. This 2 bedrooms  2 Bathrooms and 1 balcony apartment is located in Shyamoli. All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the two modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants etc. in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,https://btibrokeragebd.com/property/800-sft-apartment-for-sale-in-shyamoli-flat-a-6/,Sale,Dhaka,Shyamoli,,True,False,True,False,True,False,True,True,False,False,True,False,False,False,True,True,False
800.0,Residential,2.0,2.0,4600000.0,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a 800 sft area  it will definitely make home ownership a joyful experience for you. This 2 bedrooms  2 Bathrooms and 1 balcony apartment is located in Shyamoli. All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the two modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants etc. in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,https://btibrokeragebd.com/property/800-sft-apartment-for-sale-in-shyamoli-flat-a-3/,Sale,Dhaka,Shyamoli,,True,False,True,False,True,False,True,True,False,False,True,False,False,False,True,True,False
1250.0,Residential,3.0,3.0,6500000.0,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a 1250 sft area  it will definitely make home ownership a joyful experience for you. This 3 bedrooms  3 Bathrooms and 3 balconies apartment is located in Lechu Bagan. All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the three modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants etc. in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,https://btibrokeragebd.com/property/1250-sft-apartment-for-sale-in-lechu-bagan-flat-3c/,Sale,Dhaka,,Lechu Bagan,True,False,True,False,True,False,True,True,False,False,True,False,False,False,True,True,False
